release_date,popularity,duration_ms,explicit,is_rock,is_pop,is_jazz,is_electronic,is_classical,is_blues,is_indie,is_hot
2009,26,184053,0,1,1,0,0,0,1,0,0
2009,0,138680,0,0,0,0,0,0,0,0,0
2006,31,216733,0,1,1,0,0,0,0,0,0
2022,26,172800,0,0,1,0,0,0,0,0,0
2008,4,222613,0,0,1,0,0,0,0,0,0
1987,63,283693,0,1,1,0,0,0,0,0,0
2006,0,251800,0,0,0,0,0,0,0,0,0
1975,1,282533,0,0,1,0,0,0,1,0,0
1994,0,135066,0,0,0,0,0,0,0,0,0
2008,12,344000,0,0,1,0,0,0,0,0,0
1973,2,249533,0,0,1,0,0,0,0,0,0
2002,0,228666,0,1,0,0,0,0,0,0,0
1997,1,188733,0,0,1,1,0,0,0,0,0
1968,30,188066,0,0,1,0,0,0,0,0,0
2005,7,255506,0,0,1,0,0,0,0,0,0
2002,0,192880,0,0,0,0,0,0,0,0,0
1900,5,160558,0,0,1,0,0,0,1,0,0
2023,0,340254,0,0,0,0,0,0,0,0,0
2003,18,256000,0,0,1,0,0,0,1,0,0
2002,12,120826,0,0,1,0,0,0,0,1,0
2009,33,176426,0,0,1,0,0,0,0,0,0
2009,3,203386,0,0,1,0,0,0,0,0,0
2006,10,182840,0,0,1,0,0,0,0,0,0
2007,50,203840,0,1,1,0,0,0,0,0,0
1978,12,199013,0,1,1,0,0,0,1,0,0
2019,17,117585,0,0,1,0,0,0,1,0,0
2007,6,192346,0,0,1,0,0,0,0,0,0
2004,0,190573,0,0,1,0,0,0,0,0,0
2000,5,247946,0,0,1,0,0,0,0,0,0
2019,0,411147,0,0,0,0,0,0,0,0,0
2001,1,164360,0,0,1,0,0,0,0,1,0
2007,0,171160,0,0,0,0,0,0,0,0,0
1965,8,170933,0,0,1,0,0,0,0,0,0
1975,12,196786,0,0,1,1,0,0,0,0,0
2018,2,515360,0,0,1,0,0,0,0,0,0
2009,0,224280,0,0,1,0,0,0,0,0,0
1997,3,200466,0,1,1,0,0,0,0,0,0
2010,9,296920,0,1,1,0,0,0,0,0,0
2006,5,285626,0,1,1,0,0,0,0,0,0
2005,0,209001,1,0,0,0,0,0,0,0,0
1997,0,277093,0,0,0,0,0,0,0,0,0
2012,17,277824,0,1,1,0,0,0,0,0,0
2000,0,230200,0,0,0,0,0,0,0,0,0
2006,36,264533,0,0,1,0,0,0,0,0,0
2004,0,241146,0,1,0,0,0,0,0,0,0
1994,8,232066,0,0,1,0,0,0,0,0,0
1980,4,344200,0,0,1,0,0,0,0,0,0
1988,37,236160,0,0,1,0,0,0,0,0,0
1993,17,272626,0,0,1,0,0,0,0,0,0
1998,0,242546,0,1,0,0,0,0,0,0,0
1993,0,51133,0,0,0,0,0,0,0,0,0
1957,27,182466,0,0,1,0,0,0,0,0,0
2002,15,282080,0,0,1,0,0,0,0,0,0
2006,5,182240,0,0,1,0,0,0,0,0,0
2004,4,319506,0,0,1,0,0,0,0,0,0
2008,5,202920,0,0,1,0,0,0,0,0,0
2001,9,171600,0,0,1,0,0,0,0,0,0
2003,30,308426,0,0,1,0,0,0,0,0,0
1973,15,253066,0,1,1,0,0,0,0,0,0
1999,16,199266,1,1,1,0,0,0,0,0,0
2005,0,118479,1,0,0,0,0,0,0,0,0
1977,19,185573,0,0,1,0,0,0,0,0,0
2001,4,261959,0,0,1,0,0,0,0,0,0
2018,0,33133,0,0,0,0,0,0,0,0,0
2007,2,276440,0,0,1,0,0,0,0,0,0
2010,7,165693,0,1,1,0,0,0,0,0,0
2005,6,213360,0,0,1,0,0,0,0,0,0
2003,34,200386,1,0,1,0,0,0,0,0,1
1975,6,365373,0,0,1,0,0,0,0,0,0
2009,0,291280,0,0,0,1,0,0,0,0,0
2009,0,252640,0,0,0,0,0,0,0,0,0
1998,33,113426,0,0,1,0,0,0,0,0,0
1990,54,280973,0,1,1,0,0,0,0,0,0
2007,8,261146,0,0,1,0,0,0,0,0,0
1994,1,230466,0,0,1,0,0,0,0,0,0
1977,11,209333,0,0,1,0,0,0,0,0,0
1981,18,221853,0,1,1,0,0,0,0,0,0
2006,0,350507,0,0,0,0,0,0,0,0,0
1983,23,213933,0,1,1,0,0,0,0,0,0
2009,0,312040,0,0,0,1,0,0,0,0,0
2005,30,217466,1,0,1,0,0,0,0,0,0
1989,0,299333,0,1,0,0,0,0,0,0,0
1984,43,253573,0,1,1,0,0,0,1,0,0
2006,0,170013,0,0,1,0,0,0,0,0,0
1997,53,288666,0,1,1,0,0,0,0,0,0
1995,4,383543,0,0,1,0,0,0,0,0,0
1998,32,297354,0,1,1,0,0,0,0,0,0
2007,13,249906,0,0,1,0,0,0,0,0,0
1992,4,244733,0,0,1,0,0,0,0,0,0
1991,0,268293,0,0,0,0,0,0,0,0,0
1999,62,235613,1,1,1,0,0,0,0,0,0
2005,0,209440,0,1,0,0,0,0,0,0,0
1981,10,172466,0,0,1,1,0,0,0,0,0
1991,32,162295,0,0,1,0,0,0,0,0,0
2006,14,260933,0,0,1,0,0,0,0,0,0
2005,0,188960,1,0,0,0,0,0,0,0,0
2005,1,176226,0,0,1,0,0,0,0,0,0
2002,0,280200,0,1,1,0,0,0,0,0,0
2005,9,189040,0,1,1,0,0,0,0,0,0
1983,59,313706,0,1,1,0,0,0,0,0,0
2021,0,295445,0,0,0,1,0,0,1,0,0
2024,0,394477,0,0,0,0,0,0,0,0,0
2004,2,314480,0,0,1,0,1,0,0,0,0
1993,8,159573,0,0,1,0,0,0,0,0,0
2019,0,146183,0,0,0,0,0,0,0,0,0
1978,29,269640,0,1,1,0,0,0,0,0,0
1968,9,308746,0,0,1,0,0,0,0,0,0
2014,4,146866,0,0,1,0,0,0,0,0,0
2005,34,240800,0,0,1,0,0,0,0,0,0
2000,11,248333,0,0,1,0,0,0,0,0,0
2014,12,141061,0,0,1,0,0,0,0,0,0
1998,31,181240,0,1,1,0,0,0,0,0,0
2007,0,184747,0,0,0,0,0,0,1,0,0
2009,25,316986,0,1,1,0,0,0,0,0,0
2024,2,151530,0,0,1,1,0,0,0,0,0
2005,6,191680,0,0,1,0,0,0,1,0,0
2009,5,186693,0,0,1,0,0,0,0,0,0
2008,38,266906,0,0,1,0,0,0,0,0,0
1995,26,278466,0,0,1,0,0,0,0,0,0
2008,1,117160,0,0,1,0,0,0,0,0,0
2008,0,171800,0,0,0,0,0,0,0,0,0
1975,10,210186,0,0,1,0,0,0,0,0,0
2001,1,167999,0,0,1,0,0,0,0,0,0
2002,0,250560,0,0,0,0,0,0,0,0,0
1992,2,292600,0,1,1,1,0,0,0,0,0
1999,0,188333,0,0,0,0,0,0,0,1,0
2008,0,321653,0,0,0,0,0,0,0,0,0
2003,6,331386,0,0,1,0,0,0,0,0,0
1997,11,165106,0,0,1,0,0,0,0,0,0
1969,24,171373,0,1,1,0,0,0,0,0,0
2009,0,879734,0,0,0,0,0,0,0,0,0
1985,10,288066,0,0,1,0,0,0,0,0,0
1998,26,210466,0,0,1,0,0,0,0,0,0
2011,1,334533,0,1,1,0,0,0,1,0,0
2017,8,239500,0,0,1,0,0,0,0,0,0
2006,0,263400,0,0,0,0,0,0,0,0,0
1988,1,262266,0,1,1,0,0,0,0,0,0
2005,6,314200,0,0,1,1,0,0,0,0,0
2000,3,144906,0,0,1,0,0,0,0,0,0
2010,0,229649,0,0,0,0,0,0,0,0,0
2023,0,528369,0,0,0,0,0,0,0,0,0
2003,2,288093,0,0,1,0,0,0,0,0,0
1996,10,221106,0,0,1,0,0,0,0,0,0
2005,53,380680,0,1,1,0,0,0,0,0,0
1993,7,180517,0,0,1,0,0,0,0,0,0
2001,0,219733,0,0,0,0,0,0,0,0,0
2006,29,145560,0,0,1,0,0,0,0,0,0
1999,0,290826,0,0,0,0,0,0,0,0,0
1971,2,228760,0,1,1,0,0,0,1,0,0
2002,0,224493,0,0,0,0,0,1,0,0,0
1991,3,266026,0,0,1,0,0,0,0,0,0
1987,23,223160,0,1,1,0,0,0,0,0,0
2010,21,241000,0,0,1,0,0,0,0,0,0
1998,0,138576,0,0,0,0,0,0,0,0,0
2007,3,276786,0,0,1,0,0,0,0,0,0
1990,5,326400,0,0,1,0,0,0,0,0,0
1961,30,170093,0,0,1,0,0,0,0,0,0
2023,15,251092,0,0,1,0,0,0,0,0,0
1995,45,298000,1,0,1,0,0,0,0,0,0
2006,0,294626,0,0,0,1,0,0,0,0,0
2012,8,309493,0,0,1,0,0,0,0,0,0
2017,11,307533,0,0,1,1,0,0,0,0,0
1991,13,280826,0,1,1,0,0,0,0,0,0
2008,0,367013,0,0,0,0,0,0,0,0,0
1983,36,118400,0,1,1,0,0,0,0,0,0
1991,18,84573,0,0,1,0,0,0,0,0,0
2009,0,54826,0,0,0,0,0,0,0,0,0
2003,9,174240,0,1,1,0,0,0,0,0,0
2006,0,275733,0,0,1,0,0,0,0,0,0
1958,22,78410,0,1,1,0,0,0,0,0,0
2007,0,168173,0,0,0,0,0,0,0,0,0
2006,15,232893,0,1,1,0,0,0,0,0,0
2002,0,264600,0,0,0,0,0,0,1,0,0
2013,7,196350,0,0,1,0,0,0,0,0,0
1970,24,186706,0,0,1,0,0,0,0,0,0
2001,12,415079,0,0,1,0,0,1,0,0,0
2010,0,184266,0,0,0,0,0,0,0,0,0
2005,0,210466,1,0,0,0,0,0,0,0,0
2018,38,394533,0,0,1,0,0,0,0,0,0
2007,8,163893,0,0,1,0,0,0,0,0,0
2019,0,182307,0,0,0,0,0,0,0,0,0
2007,12,84533,0,1,1,0,0,0,0,0,0
2004,0,324920,0,0,0,0,0,0,0,0,0
2019,28,218255,0,0,1,0,0,0,0,0,0
1990,46,194760,0,0,1,0,1,0,0,0,0
2005,15,419680,1,1,1,0,0,0,0,0,0
2009,8,140173,0,0,1,0,0,0,0,0,0
2009,5,154066,0,0,1,0,0,0,0,0,0
2022,19,348653,0,0,1,0,1,0,0,0,0
2008,6,232293,0,0,1,0,0,0,0,0,0
1991,32,179000,0,1,1,0,0,0,0,0,0
1989,3,192573,0,1,1,0,0,0,0,0,0
2000,26,128533,1,0,1,0,0,0,0,0,0
1997,29,497600,0,0,1,0,0,0,0,0,0
2015,3,249040,0,0,1,0,0,0,0,0,0
1987,29,340506,0,1,1,0,0,0,0,0,0
2000,10,341066,0,0,1,0,0,0,1,0,0
1982,8,134999,0,0,1,0,0,0,0,0,0
1979,10,103640,0,0,1,0,0,0,0,0,0
2020,0,191817,0,0,0,0,0,0,0,0,0
2009,2,235146,0,1,1,0,0,0,0,0,0
2003,0,258440,0,0,0,0,0,0,0,0,0
1995,0,282293,0,0,0,0,0,0,0,0,0
2005,44,168213,0,0,1,0,0,0,0,1,0
2008,3,391040,0,0,1,0,0,0,0,0,0
1978,12,277640,0,0,1,0,0,0,0,0,0
1970,17,183933,0,0,1,0,1,0,0,0,0
2003,16,244746,0,0,1,0,0,0,0,0,0
2009,3,141453,0,0,1,0,0,0,0,0,0
1998,0,152040,0,0,0,1,0,0,0,0,0
2005,27,150040,0,0,1,0,0,0,0,0,0
2017,6,219266,0,0,1,0,0,0,0,0,0
1988,6,151173,0,1,1,0,0,0,0,0,0
1998,10,263426,0,0,1,0,0,0,0,0,0
2004,38,243933,0,1,1,0,0,0,0,0,0
1985,27,203435,0,1,1,0,0,0,0,0,0
2010,3,287920,0,0,1,0,0,0,0,0,0
2018,0,187906,0,0,0,0,0,0,0,0,0
2002,24,301560,0,0,1,0,0,0,0,0,0
1999,14,257239,0,0,1,0,0,0,0,0,0
2008,2,364200,0,0,1,0,0,0,0,0,0
2006,0,13640,0,0,0,0,0,0,0,0,0
1999,7,376173,0,0,1,0,0,0,0,0,0
2003,25,78760,0,0,1,0,0,0,0,0,0
1969,12,172200,0,1,1,0,0,0,0,0,0
2006,4,597426,0,0,1,0,0,0,0,0,0
2023,0,179665,0,0,0,0,0,0,0,0,0
2012,0,157786,0,1,0,0,0,0,0,0,0
1989,28,205373,0,0,1,0,0,0,0,0,0
2002,18,236173,0,0,1,0,0,0,0,0,0
2023,0,208166,0,1,0,0,0,0,1,0,0
2019,0,147700,0,0,0,0,0,0,0,0,0
2021,14,173946,0,0,1,0,0,0,0,0,0
2008,31,283666,0,1,1,0,0,0,0,0,0
2003,0,180906,0,0,0,0,0,0,0,0,0
2006,36,243960,1,0,1,0,0,0,0,0,0
2016,10,211408,1,1,1,0,0,0,0,0,0
2008,0,308218,0,0,0,0,0,0,0,0,0
2003,5,207040,0,0,1,0,0,0,0,0,0
2007,24,220666,0,1,1,0,0,0,0,0,0
2002,8,162560,0,0,1,0,0,0,0,0,0
1992,0,648133,0,0,0,0,0,1,0,0,0
2009,0,96653,0,0,0,0,0,0,0,0,0
1985,2,197173,0,0,1,0,0,0,0,0,0
1986,0,356093,0,0,0,0,0,0,0,0,0
2007,19,173666,0,0,1,0,0,0,0,0,0
1958,40,183973,0,0,1,0,0,0,0,0,0
2004,4,121960,1,0,1,0,0,0,0,0,0
2009,40,188946,0,0,1,0,0,0,0,0,0
2001,3,51026,0,0,1,0,0,0,0,1,0
1972,48,237266,0,1,1,0,0,0,1,0,0
1993,24,376693,0,0,1,0,0,0,0,0,0
2009,0,194666,0,0,0,0,0,0,0,0,0
2001,2,159480,0,0,1,0,0,0,0,0,0
1997,13,332866,0,1,1,0,0,0,0,0,0
1990,11,267733,1,0,1,0,0,0,0,0,0
2004,44,224933,0,0,1,0,0,0,0,0,0
2000,1,183160,0,0,1,0,0,0,0,0,0
2013,32,317386,0,0,1,0,0,0,0,0,0
2007,0,188200,0,0,0,0,0,0,1,0,0
2003,7,230093,0,0,1,0,0,0,0,0,0
2008,0,494840,0,0,0,0,0,0,0,0,0
1995,17,142293,0,0,1,0,0,0,0,0,0
1997,34,241093,0,1,1,0,0,0,1,0,0
1999,30,168266,0,1,1,0,1,0,0,1,0
2009,1,181266,0,1,1,0,0,0,0,0,0
1997,35,346066,1,1,1,0,0,0,0,0,0
2006,15,143426,0,0,1,0,0,0,0,0,0
1998,1,176973,1,0,1,0,0,0,0,0,0
1997,36,247800,0,1,1,0,0,0,0,0,0
1999,43,252893,0,0,1,0,0,0,0,0,0
2022,30,221852,0,0,1,0,0,0,0,0,0
2005,0,219103,0,0,0,0,0,0,0,0,0
1992,11,352600,0,0,1,0,0,0,0,0,0
2002,2,356346,0,0,1,1,0,0,0,0,0
2015,0,179493,0,0,0,0,0,0,1,0,0
2010,1,252506,0,1,1,0,0,0,0,0,0
2004,5,187893,0,0,1,0,0,0,0,0,0
2004,0,467640,0,0,0,0,0,0,0,0,0
2009,0,172706,0,0,0,0,0,0,0,0,0
2003,0,93066,0,0,0,0,0,0,0,0,0
1976,0,181359,0,0,1,0,0,0,0,0,0
2007,1,211280,0,0,1,0,0,0,0,0,0
2008,1,195133,0,0,1,0,0,0,0,0,0
2023,7,142600,0,0,1,0,0,0,0,0,0
1954,0,155960,0,0,0,0,0,0,0,0,0
2013,0,395520,0,0,0,0,0,0,0,0,0
1974,50,233567,0,1,1,0,0,0,0,0,0
2006,0,240160,0,0,1,0,0,0,0,0,0
1982,70,248000,0,0,1,0,0,0,0,0,0
1985,1,232666,0,0,1,1,0,0,0,0,0
2004,3,136960,0,0,1,0,0,0,0,0,0
2009,18,198293,0,1,1,0,0,0,0,0,0
2009,0,39183,0,0,0,0,0,0,0,0,0
2007,17,181766,0,0,1,0,0,0,0,0,0
1989,4,285760,0,0,1,0,0,0,0,0,0
2008,0,162493,0,0,0,0,0,0,0,0,0
1996,0,285000,0,0,0,0,0,0,0,0,0
2006,1,273346,0,0,1,0,0,0,0,0,0
2007,0,219613,0,0,0,0,0,0,0,0,0
2002,0,370320,0,0,0,0,0,0,0,0,0
2008,0,199866,0,0,0,0,0,0,0,0,0
1994,2,551800,0,0,1,0,0,0,0,0,0
1998,36,242866,1,0,1,0,0,0,0,0,0
2023,0,153173,0,0,0,0,0,0,0,0,0
2001,20,349626,0,0,1,1,0,0,0,0,0
2009,22,372600,0,0,1,0,0,0,0,0,0
1978,64,289586,0,1,1,0,0,0,0,0,0
1993,11,325000,0,0,1,0,0,0,0,0,0
1996,0,363866,0,0,0,0,0,0,0,0,0
2007,3,200880,0,0,1,0,0,0,0,0,0
1988,38,336866,0,0,1,0,0,0,0,0,0
1964,13,270760,0,0,1,1,0,0,0,0,0
1989,11,147466,0,1,1,0,0,0,0,0,0
1991,6,178666,0,0,1,0,0,0,0,0,0
2007,0,285360,0,0,0,0,0,0,0,0,0
1980,29,214613,0,1,1,0,0,0,0,0,0
1998,2,78973,0,0,1,0,0,0,0,0,0
1998,33,202480,0,0,1,0,0,0,0,0,0
1989,5,325266,0,0,1,0,0,0,0,0,0
2007,8,175973,0,0,1,0,0,0,0,1,0
1998,12,228066,0,0,1,0,0,0,0,0,0
2007,1,92720,0,1,1,0,0,0,0,0,0
2009,11,173213,0,0,1,1,0,0,0,0,0
1963,0,152466,0,0,0,0,0,0,0,0,0
1997,16,278333,0,1,1,0,0,0,0,0,0
2003,28,195826,0,1,1,0,0,0,0,0,0
2005,16,621866,0,0,1,0,0,0,0,0,0
2006,0,164000,0,0,1,0,0,0,1,0,0
1999,2,235026,0,1,1,0,0,0,0,0,0
2005,74,199773,0,1,1,0,0,0,0,0,0
2020,32,232796,0,1,1,0,0,0,1,0,0
1969,5,214400,0,1,1,1,0,0,0,0,0
2015,2,247614,0,0,1,0,0,0,1,0,0
2007,1,94693,0,0,1,0,0,0,0,0,0
2005,57,261906,0,0,1,0,0,0,0,0,0
2004,6,201653,0,0,1,0,0,0,0,0,0
2004,10,171613,0,1,1,0,0,0,1,0,0
2008,3,162240,0,0,1,0,0,0,0,0,0
2000,3,89666,0,1,1,0,0,0,0,0,0
2012,0,215946,0,0,0,0,0,0,0,0,0
1991,45,261874,0,1,1,0,0,0,0,0,0
1999,6,185066,0,0,1,0,0,0,0,0,0
1973,17,392440,0,0,1,0,0,0,1,0,0
2006,4,201280,0,0,1,0,0,0,0,0,0
2005,60,215000,0,1,1,0,0,0,0,1,0
1967,15,131986,0,0,1,0,0,0,0,0,0
1981,1,279666,0,0,1,0,0,0,0,0,0
2011,6,224173,0,0,1,0,0,0,0,0,0
2006,0,151640,0,0,0,0,0,0,1,0,0
1973,1,244240,0,0,1,0,0,0,0,0,0
2005,8,218035,0,0,1,0,0,0,0,0,0
2000,0,267867,0,0,0,0,0,0,0,0,0
2008,2,175453,0,0,1,0,0,0,0,0,0
2005,15,275466,0,1,1,0,0,0,0,0,0
1995,0,273693,0,0,0,0,0,0,0,0,0
2022,0,95080,0,0,0,0,0,0,0,0,0
1990,7,220133,0,1,1,0,0,0,0,0,0
1982,5,313413,0,0,1,0,0,0,0,0,0
1991,2,177906,0,0,1,0,0,0,1,0,0
2002,81,206200,0,0,1,0,0,0,0,0,0
1991,32,165558,1,0,1,0,0,0,0,0,0
1993,0,171624,0,0,0,0,0,0,1,0,0
2008,23,195160,0,1,1,0,1,0,0,1,0
2008,0,153626,0,0,0,0,0,0,0,0,0
1993,27,217360,1,0,1,0,0,0,0,0,0
2022,16,132310,0,1,1,0,0,0,0,0,0
2016,2,393973,0,1,1,0,0,0,0,0,0
1972,21,296666,0,1,1,0,0,0,0,0,0
1972,24,201040,0,1,1,0,0,0,1,0,0
2012,9,247962,0,0,1,0,0,0,0,0,0
2005,77,235800,1,0,1,0,0,0,0,0,0
2007,11,258812,0,0,1,0,0,0,0,0,0
2006,0,252120,1,0,0,0,0,0,0,0,0
2009,1,285853,0,0,1,0,0,0,1,0,0
2005,39,163480,0,0,1,0,0,0,0,0,0
1989,0,283053,0,0,0,1,0,0,0,0,0
2004,10,287066,0,0,1,0,0,0,0,0,0
2008,0,276190,0,0,0,0,0,0,0,0,0
2004,1,160733,0,0,1,0,0,0,0,0,0
2012,0,196640,0,0,0,1,0,0,0,0,0
1977,17,157333,0,0,1,0,0,0,0,0,0
1987,0,158560,0,0,0,0,0,0,0,0,0
2006,1,272946,0,0,1,1,0,0,0,0,0
2019,0,237800,0,0,0,0,0,0,0,0,0
2003,2,215506,0,1,1,0,0,0,0,0,0
2007,1,218093,0,0,1,0,0,0,0,0,0
1983,10,302733,0,1,1,0,0,0,0,0,0
2008,0,183440,0,0,0,0,0,0,1,0,0
2009,0,190549,0,0,0,0,0,0,0,0,0
2007,1,43853,0,0,1,0,0,0,0,0,0
2007,12,278386,0,0,1,0,0,0,0,0,0
1999,8,330466,0,0,1,0,0,0,0,0,0
2005,21,158653,1,0,1,0,0,0,0,0,0
1994,3,219400,0,0,1,0,0,0,0,0,0
2002,28,288426,0,1,1,0,0,0,0,0,0
1992,3,222000,0,0,1,0,0,0,1,0,0
2011,0,124813,0,0,0,0,0,0,1,0,0
2009,2,171253,0,1,1,0,0,0,0,0,0
2010,0,185733,0,0,0,0,0,0,0,0,0
1989,12,190400,0,1,1,0,0,0,0,0,0
2010,0,430933,0,0,0,0,0,0,0,0,0
2020,10,179350,0,0,1,0,0,0,0,0,0
2003,47,208737,0,1,1,0,0,0,0,0,0
2008,0,265466,0,0,0,0,1,0,0,1,0
2003,8,183800,0,0,1,0,0,0,0,0,0
2021,2,187336,0,0,1,0,0,0,0,0,0
2004,4,236053,0,1,1,0,0,0,0,0,0
1994,3,232866,0,0,1,0,0,0,0,0,0
2007,17,196786,0,1,1,0,0,0,0,0,0
2004,3,365733,0,0,1,0,0,0,0,0,0
2021,40,133342,0,0,1,0,0,0,0,0,0
2023,5,158980,0,0,1,0,0,0,0,0,0
1993,72,316826,0,1,1,0,0,0,0,0,0
1996,37,167093,0,1,1,0,0,0,0,0,0
2007,0,161093,0,0,0,0,0,0,0,0,0
1984,3,166173,0,1,1,0,0,0,0,0,0
2007,21,180506,0,1,1,0,0,0,0,0,0
2009,0,300720,0,1,0,0,0,0,0,0,0
2009,2,393666,0,0,1,1,0,0,0,0,0
1991,17,504466,0,0,1,0,1,0,0,0,0
1991,0,184400,0,0,0,0,0,0,1,0,0
2007,0,192000,1,0,0,0,0,0,0,0,0
2009,28,185866,0,0,1,0,0,0,0,0,0
2020,0,260547,0,0,0,0,0,0,0,0,0
2004,0,1179680,0,0,0,1,0,0,0,0,0
2003,10,206019,0,1,1,0,0,0,0,0,0
1993,47,192666,0,1,1,0,0,0,0,1,0
2004,0,267880,0,0,0,0,0,0,0,0,0
1999,39,158600,0,1,1,0,0,0,0,0,0
2003,4,292906,0,0,1,0,0,0,0,0,0
2006,17,130892,0,1,1,0,0,0,0,0,0
1995,2,161600,0,1,1,0,0,0,0,0,0
2004,11,164026,0,0,1,0,0,0,0,0,0
2004,1,394800,0,1,1,0,0,0,0,0,0
1997,3,305066,0,0,1,0,0,0,0,0,0
2008,0,263440,0,0,1,0,0,0,0,0,0
2009,1,134693,0,1,1,0,0,0,0,0,0
2005,1,241120,0,0,1,0,0,0,0,0,0
2005,49,248253,1,0,1,0,0,0,0,0,0
1997,3,259826,0,0,1,0,0,0,0,0,0
2008,0,195466,1,0,0,0,0,0,0,0,0
1999,48,172306,0,1,1,0,0,0,0,0,0
1974,33,324377,0,0,1,1,0,0,0,0,0
2007,14,223466,0,0,1,0,0,0,0,0,0
2004,1,248293,0,0,1,0,0,0,0,0,0
2015,0,136080,0,1,0,0,0,0,1,0,0
2008,0,173533,0,0,0,0,0,0,0,0,0
2006,0,468933,1,0,0,0,1,0,0,0,0
2005,0,168547,0,1,0,0,0,0,0,0,0
2013,0,191920,0,0,0,1,0,0,0,0,0
2006,20,194933,0,0,1,0,0,0,0,0,0
1990,41,248586,0,1,1,0,0,0,0,0,0
2007,17,410800,0,0,1,0,0,1,0,0,0
2013,0,189280,1,0,0,0,0,0,0,0,0
1982,24,114000,0,0,1,0,0,1,0,0,0
1995,11,151200,0,0,1,0,0,0,0,0,0
2009,4,245280,0,0,1,0,0,0,0,0,0
1978,0,227373,0,0,0,0,0,0,0,0,0
2003,0,173387,0,0,0,0,0,0,1,0,0
2023,0,169586,0,0,0,0,0,0,0,0,0
1986,0,264040,0,1,0,0,0,0,0,0,0
2000,0,229520,0,0,0,0,0,0,0,0,0
2004,46,43533,1,0,1,0,0,0,0,0,0
2004,40,190106,0,1,1,0,0,0,0,0,0
1968,2,156400,0,0,1,0,0,0,0,0,0
2000,38,206333,0,1,1,0,0,0,0,0,0
1996,8,194933,0,0,1,0,0,0,0,0,0
1959,8,121440,0,0,1,0,0,0,0,0,1
2007,0,234693,0,0,0,0,0,0,0,0,0
2011,1,172760,0,0,1,0,0,0,0,0,0
2006,1,225466,0,0,1,0,0,0,0,0,0
1993,6,272160,0,0,1,0,0,0,0,0,0
2004,8,38226,0,0,1,0,0,0,0,0,0
2009,30,176640,0,0,1,0,0,0,0,0,0
2004,1,286666,0,0,1,1,0,0,0,0,0
2006,7,215986,0,0,1,0,0,0,0,0,0
2001,24,204653,0,0,1,0,0,0,0,0,0
2004,0,329973,0,0,0,0,0,0,0,0,0
2005,49,236533,0,1,1,0,0,0,0,0,0
2018,1,165480,0,0,1,0,0,0,1,0,0
2018,4,596653,0,0,1,0,0,1,0,0,0
2006,22,209426,0,0,1,0,0,0,0,0,0
2008,6,173810,0,0,1,0,0,0,0,0,0
2010,34,429293,0,0,1,0,0,0,0,0,0
2019,0,167266,0,0,0,0,0,0,0,0,0
2006,19,288226,0,0,1,0,0,0,0,0,0
1975,26,271733,0,1,1,0,0,0,0,0,0
2009,26,290946,0,1,1,0,0,0,0,0,0
2004,0,415746,0,0,0,0,0,0,0,0,0
2006,27,150360,0,1,1,0,0,0,0,0,0
2010,0,219280,0,1,0,0,0,0,0,0,0
1985,16,218666,0,0,1,0,0,0,0,0,0
1995,0,200124,0,0,0,0,0,0,0,0,0
1994,16,313533,0,0,1,0,0,0,0,0,0
2002,7,293440,0,0,1,0,0,0,0,0,0
1994,1,370333,0,0,1,0,0,0,0,0,0
2004,0,208080,0,0,0,0,0,0,0,0,0
2006,2,200586,0,0,1,0,0,0,0,0,0
1992,0,305666,0,0,0,0,0,0,1,0,0
2002,1,237583,0,0,1,0,0,0,0,0,0
2000,3,155026,0,0,1,0,0,0,0,0,0
2006,18,242266,1,0,1,0,0,0,0,0,0
1989,0,315666,0,0,0,1,0,0,0,0,0
2019,1,187573,0,1,1,0,0,0,0,0,0
2003,0,24920,0,0,0,0,0,0,0,0,0
2006,0,341500,0,0,0,0,0,0,0,0,0
2001,5,226213,0,0,1,0,0,0,0,0,0
2008,37,186600,0,0,1,1,0,0,0,0,0
2013,1,436000,0,0,1,0,0,0,0,0,0
2003,0,228960,0,0,0,0,0,0,0,0,0
1996,0,194400,0,0,0,0,0,0,0,0,0
2003,0,123213,0,1,0,0,0,0,0,0,0
2008,80,237200,0,0,1,0,0,0,0,0,0
2001,0,234240,0,0,0,0,0,0,0,0,0
2008,9,147533,0,0,1,0,0,0,0,0,0
2009,0,329386,0,0,0,0,0,0,0,0,0
2003,37,247626,0,1,1,0,0,0,0,0,0
1963,34,140506,0,1,1,0,0,0,0,0,0
2013,0,178706,0,1,0,0,0,0,0,0,0
1990,0,253840,1,0,0,0,0,0,0,0,0
2001,1,131880,0,0,1,0,0,0,0,1,0
2009,0,29900,0,0,0,0,0,0,0,0,0
2003,21,181373,0,0,1,0,0,0,0,0,0
2000,17,323240,0,0,1,0,0,0,0,0,0
2008,0,191013,0,0,0,1,0,0,0,0,0
2005,0,180653,0,0,0,0,0,0,0,0,0
2009,0,384000,0,0,0,0,0,0,0,0,0
1978,10,207865,0,1,1,0,0,0,0,0,0
2005,8,207653,0,1,1,0,0,0,0,1,0
2006,16,295293,0,0,1,0,0,0,0,0,0
2006,0,177466,0,0,0,0,0,0,0,0,0
2008,20,200560,1,0,1,0,0,0,0,0,0
1900,28,252333,0,0,1,0,0,0,0,0,0
2014,8,603853,0,0,1,1,0,0,0,0,0
2007,17,256825,0,0,1,0,0,0,0,0,0
