spotify_title,spotify_artist,release_date,popularity,duration_ms,explicit,is_rock,is_pop,is_jazz,is_electronic,is_classical,is_blues,is_indie,is_hot
Ya Lil' Crumbsnatchers,Del The Funky Homosapien,1991,36,90893,0,0,1,0,0,0,0,0,0
Captin Kut-Cha,Kai Winding,2000,0,191966,0,0,1,1,0,0,0,0,0
All I Ask For,Ill Niño,2005,30,219813,0,0,1,0,0,0,0,0,0
Street car blues,Sleepy John Estes,2006,0,196653,0,0,0,0,0,0,1,0,0
Dementia,Schizoid Lab,2024,0,494865,0,0,0,0,0,0,0,0,0
Manuel's Mambo,Cal Tjader,1959,19,197266,0,0,1,1,0,0,0,0,0
I'm Over You,Rebecca Lynn Howard,2008,0,243253,0,0,0,0,0,0,0,0,0
"Fonsi (2022, Remasterisé)",Zaïko Langa Langa,1986,10,122500,0,0,1,0,0,0,0,0,0
Vem Pr'a Roda,Tania Maria,2001,11,271693,0,0,1,1,0,0,0,0,0
Love Dump,Static-X,1999,44,259800,1,1,1,0,0,0,0,0,0
Just In Case,Micachu & The Shapes,2009,11,166426,0,0,1,0,0,0,0,0,0
Pitch In OnA Party,DJ Quik,2000,47,247120,1,0,1,0,0,0,0,0,0
Elektro Kardiogramm - 2009 Remaster,Kraftwerk,2003,12,316373,0,0,1,0,1,0,0,0,0
Apotoma - Live,Giorgos Tsalikis,2006,4,31440,0,0,1,0,0,0,0,0,0
Acordeón,Massiel,1984,21,192680,0,0,1,0,0,0,0,0,0
"Fue Ella, Fui Yo",Yahir,2004,47,278226,0,0,1,0,0,0,0,0,0
What's True,Ziggy Marley & The Melody Makers,1988,13,207333,0,0,1,0,0,0,0,0,0
"Tonight, Te Amaré",MDO,2001,4,211746,0,0,1,0,0,0,0,0,0
Foam Born (A) The Backtrack,Between The Buried And Me,2007,34,133813,0,0,1,0,0,0,0,0,0
Ego Is the Drug / 3Am,The Frequency,2009,0,1054386,0,0,0,0,0,0,0,0,0
Have It Your Way,Leigh Jones,2008,3,279693,0,0,1,0,0,0,0,0,0
Era um dia desses,Hélio Ziskind,2002,10,107786,0,0,1,0,0,0,0,0,0
Waiting For You,Mississippi John Hurt,2000,5,220400,0,0,1,0,0,0,1,0,0
Pig Meat On The Line,Memphis Minnie,1929,2,152733,0,0,1,0,0,0,1,0,0
We Can Do It,Steel Pulse,1991,3,240600,0,0,1,0,0,0,0,0,0
Take The Wheel,Pacha Massive,2009,1,212266,0,0,1,1,0,0,0,0,0
Smoke,Vanessa Daou,2013,20,165640,1,0,1,0,0,0,0,0,0
Unda Da Influence,M Sane,2002,0,261160,1,0,0,0,0,0,0,0,0
Sickman (2022 Remaster),Alice In Chains,1992,49,329400,0,1,1,0,0,0,0,0,0
Chains,The Cookies,2016,21,152764,0,0,1,0,0,0,0,0,0
Melancholia,The Grip Weeds,2013,0,206533,0,0,1,0,0,0,0,0,0
Bastard,Peppermint Creeps,2008,0,155960,0,1,0,0,0,0,0,0,0
Numba 1 (Tide Is High),Kardinal Offishall,2009,19,220453,0,0,1,0,0,0,0,0,0
Peyote,Evolution,1999,0,436160,0,0,0,0,0,0,0,0,0
What&#39;s in a number & Feed me lies remixes - Soulrack & Mikel_E Remix,Theodor Zox,2007,0,357120,0,0,0,0,0,0,0,0,0
"Bellini: Norma, Act 1: ""Vanne, e li cela entrambi"" (Norma, Clotilde)",Vincenzo Bellini,1961,10,266840,0,0,1,0,0,1,0,0,0
If Santa Claus Could Bring You Back To Me,Jimmy Wakely,1995,19,159466,0,0,1,0,0,0,0,0,0
intro: The Dragon,Mix Mob,2002,0,24137,0,0,0,0,0,0,0,0,0
Mrs Scott Skinner / Mackenzie Hay / The Devil's Elbow,James Scott Skinner,2002,0,149240,0,0,0,0,0,0,0,0,0
Wrong End Of The Rainbow,Ronnie Milsap,1982,5,244266,0,1,1,0,0,0,0,0,0
Blues Do Elevador,Zeca Baleiro,2000,15,237973,0,1,1,0,0,0,0,0,0
The Real Rock,Shinehead,1990,3,250866,0,0,1,0,0,0,0,0,0
The Way I Am,Eminem,2000,71,290426,1,0,1,0,0,0,0,0,0
Lizzie And The Rain Man,Billie Jo Spears,2007,1,212920,0,0,1,0,0,0,0,0,0
Pocket Full of Stars,Diesel Boy,2001,3,152666,0,0,1,0,0,0,0,0,0
"Was machst du mit dem Knie, lieber Hans?",Günter Noris,1987,4,161800,0,0,1,0,0,0,0,0,0
Chicken Strips - Remastered,Smut Peddlers,2001,7,94506,0,0,1,0,0,0,0,0,0
Will Not Fade,Audio Adrenaline,2001,14,228960,0,1,1,0,0,0,0,0,0
Beast in the Broch,The Lord Weird Slough Feg,2001,2,106600,0,0,1,0,0,0,0,0,0
Perfidia,Eddie Jones,2008,0,117013,0,0,0,0,0,0,0,0,0
Aviatic,André Verchuren,2004,0,170213,0,0,0,0,0,0,0,0,0
"Whirlpool - Live at The Point, Dublin, Ireland 12/16/91",Seal,1991,4,362080,0,0,1,0,0,0,0,0,0
The Up,Utopia,1982,5,248706,0,0,1,0,0,0,0,0,0
Plaza De Mayo,Matteo Bonfanti e i Maledetti,2008,0,159346,0,0,0,0,0,0,0,0,0
Dil Naheen Lagda,Naseebo Lal,2002,0,380813,0,0,1,0,0,0,0,0,0
The Train Kept-a-Rollin',Tiny Bradshaw,2017,18,170613,0,0,1,0,0,0,1,0,0
Main Title,Jerry Goldsmith,2007,39,252186,0,0,1,0,0,0,0,0,0
Keiner außer uns,Kool Savas,2004,6,77946,0,0,1,0,0,0,0,0,0
The Way It Is,Tesla,1995,29,308733,0,1,1,0,0,0,0,1,0
Can't Do Me No Good,Otis Spann,2006,4,141240,0,0,1,1,0,0,1,0,0
Luv In the First,Latif,2003,12,265186,0,0,1,0,0,0,0,0,0
Love Is Gonna Bring Us Back Alive,Rickie Lee Jones,1989,13,296066,0,0,1,0,0,0,0,0,0
"Ancient Airs and Dances (1996 Digital Remaster), Suite No. 2: III. Campanae parisienses (anon.) - Aria (Marin Mersenne)",Ottorino Respighi,1995,0,311493,0,0,0,0,0,1,0,0,0
Prayer for the Dying,Seal,1994,41,330266,0,0,1,0,0,0,0,0,0
If Music Be the Food of Love - Live,Glória LGBT+ Choir,2011,0,130933,0,0,0,0,0,0,0,0,0
The Silver Gate,Dark Fortress,2008,12,410000,0,0,1,0,0,0,0,0,0
Special,Wilshire,2003,11,182360,0,0,1,0,0,0,0,0,0
Follow You Home,Nickelback,2005,40,260333,0,1,1,0,0,0,0,0,0
Out Of My Darkness,Legacy Five,2004,6,189066,0,0,1,0,0,0,0,0,0
Matarlatanta,Ghorwane,1993,10,343373,0,0,1,0,0,0,0,0,0
The Ava Song,Francis Dunnery,2001,2,257213,0,0,1,0,0,0,0,0,0
Teenage Superstars,The Vaselines,1992,20,207186,0,1,1,0,0,0,0,1,0
Dirty Tarraxa 2 (feat. Neuza),Nichols,2009,3,188760,0,0,1,0,0,0,0,0,0
Bully Bully,Off Broadway,1980,7,244866,0,0,1,0,0,0,0,0,0
Looking at You,MC5,1970,36,181306,0,1,1,0,0,0,0,0,0
Mentira (feat. Ely Guerra),Beto Cuevas,2019,23,261112,0,1,1,0,0,0,0,0,0
Himalaya Dreams,Catia Werneck,2010,0,226173,0,0,0,1,0,0,0,0,0
Holy Ground,Bill & Gloria Gaither,2005,20,311320,0,0,1,0,0,0,0,0,0
Comme si c'était doux,Julien Clerc,1998,1,108800,0,0,1,0,0,0,0,0,0
The Fundamental Alienation,Dimmu Borgir,2007,20,317306,0,0,1,0,0,0,0,0,0
At Night - Purple Disco Machine Remix,Shakedown,2018,61,208544,0,0,1,0,0,0,0,0,0
Laying Down My Will - The Plan Album Version,Raze,2000,1,277760,0,0,1,0,0,0,0,0,0
La bite du plombier,Bézu,2006,19,187733,1,0,1,0,0,0,0,0,0
No Eye Has Seen,Parachute Band,2008,2,200746,0,0,1,0,0,0,0,0,0
Undercover Gangstas,5th Ward Boyz,2013,4,246066,1,0,1,0,0,0,0,0,0
Lord You're Worthy (feat. Maurette Brown-Clark),Wilmington Chester Mass Choir,2017,1,308533,0,0,1,0,0,0,0,0,0
Summerfish - Scandall Sunset on Ibiza Mix,Leonid Rudenko,2009,24,340093,0,0,1,0,0,0,0,0,0
Swing Spring,Bill Perkins,1999,0,341760,0,0,0,1,0,0,0,0,0
Kleine Killer,Paso Doble,2006,0,229399,0,0,0,0,0,0,0,0,0
Umbrella,All Time Low,2009,52,229853,0,1,1,0,0,0,0,0,0
Summer Rain,James Last,1998,1,224666,0,0,1,0,0,0,0,0,0
It Was Only A Heart,Skeeter Davis,2008,12,156293,0,0,1,0,0,0,0,0,0
Across Decker's Field,Stewart Francke,1995,0,204146,0,0,0,0,0,0,0,0,0
Dancing With The Goddess - Short Edit,ātman,2020,1,357360,0,0,1,0,0,0,0,0,0
Too Cool For Love,Webb Wilder,2009,0,277106,0,1,0,0,0,0,0,0,0
S.O.S.,Spliff,1982,8,226203,0,1,1,0,0,0,0,0,0
Snaps Drinking Woman,Champion Jack Dupree,2015,0,165930,0,0,0,0,0,0,1,0,0
House of Wolves,My Chemical Romance,2006,61,184000,1,1,1,0,0,0,0,1,0
Nos plus belles années,Miossec,2009,1,175720,0,1,1,0,0,0,0,0,0
I Don't Want To Talk About It,G-Unit,2008,24,274733,1,0,1,0,0,0,0,0,0
Wheeling Free (There's A Hill Beyond The Hill Ahead),Bert Kaempfert,1973,2,201373,0,0,1,0,0,0,0,0,0
Bridget,Rachel Portman,2008,12,199706,0,0,1,0,0,0,0,0,0
Live at Brixton Academy 1999 - Remastered,Atari Teenage Riot,2012,0,1598200,0,0,0,0,0,0,0,0,0
If I Had Known,Tampa Red,1993,0,169979,0,0,0,0,0,0,1,0,0
Within,A Perfect Murder,2007,3,202240,0,0,1,0,0,0,0,0,0
Rapture - Toby Emerson Dub,Toby Emerson,2008,0,446933,0,0,0,0,0,0,0,0,0
Don't Stop the Music (Remastered),Michael Stanley Band,1980,11,217133,0,1,1,0,0,0,0,0,0
Superstar Dog,Curtis,1999,3,248346,0,0,1,0,0,0,0,0,0
Frisch Verliebt,Der Plan,1989,0,163626,0,0,0,0,1,0,0,0,0
Be With You,Beyoncé,2003,41,260160,0,0,1,0,0,0,0,0,0
Tu peux compter sur moi,Bénabar,2005,20,188933,0,1,1,0,0,0,0,0,0
Traveller - Kid Loco's Once Upon A Time In The East Mix,Talvin Singh,2009,18,349360,0,0,1,0,0,0,0,0,0
Madazulu,Deep Forest,1997,22,203040,0,0,1,0,0,0,0,0,0
Depressionista,Every Time I Die,2007,19,148933,0,0,1,0,0,0,0,0,0
La feria de San Cristobal (Live),Maurice Larcange,2003,0,182333,0,0,0,0,0,0,0,0,0
Missionary Man,Eurythmics,1986,45,267946,0,1,1,0,0,0,0,0,0
Mar Gaye Te Sada Naal,Arif Lohar,2009,0,1035800,0,0,1,0,0,0,0,0,0
A Visit from the Drum,Liars,2006,8,259013,0,1,1,0,0,0,0,0,0
La clé parfumée,Gabriel Yared,2006,12,54266,0,0,1,0,0,0,0,0,0
C.O.G. To The ATL,DJ Taz,1997,0,348293,0,0,0,0,0,0,0,0,0
More Than Words,Tom Barabas,1989,12,256333,0,0,1,0,0,0,0,0,0
Talking Drum (Berkeley),Chris Brown,2005,0,155587,0,0,0,0,0,0,0,0,0
We Do It Too,Modeselektor,2002,0,385186,0,0,0,0,1,0,0,0,0
Amo Dejarte Así,Gustavo Cerati,2002,48,325093,0,1,1,0,0,0,0,0,0
Geek U.S.A.,Between The Buried And Me,2006,11,325120,0,0,1,0,0,0,0,0,0
Alpha Beta Parking Lot,CAKE,1998,28,210066,0,1,1,0,0,0,0,1,0
Pluvialus,Lore,2005,0,423199,0,0,0,0,0,0,0,0,0
La fête à la prison,Oldelaf et Monsieur D.,2009,8,297413,0,1,1,0,0,0,0,0,0
Soul of a Man - Songs from the Road [Live],Erja Lyytinen,2012,0,416026,0,0,0,0,0,0,1,0,0
Forgiveness,Goldfinger,2000,17,204360,1,0,1,0,0,0,0,0,0
Song For Val,The Embarrassment,2001,0,78760,0,0,0,0,0,0,0,0,0
East Wind Drum Call,David & Steve Gordon,2009,1,611608,0,0,1,0,0,0,0,0,0
Wasted Days And Wasted Nights,Roy Drusky,2010,0,163409,0,0,1,0,0,0,0,0,0
Don't Crush It,Kool Keith,1997,14,258253,0,0,1,0,0,0,0,0,0
Time Will Tell,MxPx,2001,5,88746,0,0,1,0,0,0,0,0,0
Fool For You,Rocky Hill,2003,0,257773,0,0,0,0,0,0,1,0,0
Succotash,Claw Hammer,2012,0,291306,0,0,0,0,0,0,0,0,0
Les Trois Orfèvres,Pierre Perret,2007,1,132226,1,0,1,0,0,0,0,0,0
The 4th Dimension,DEVO,2021,0,264333,0,1,1,0,0,0,0,0,0
Harmonia - Neon Stereo's Extended Version,Pitch Black,2010,7,481258,0,0,1,0,1,0,0,0,0
Greatest X,Janet Jackson,2008,14,262973,0,0,1,0,0,0,0,0,0
It Don't Mean A Thing (If It Ain't Got That Swing),Charlie Byrd,1979,2,225933,0,0,1,1,0,0,0,0,0
Rosa Rio,Jim Reeves,2004,26,175013,0,0,1,0,0,0,0,0,0
Heaven,Rude Boys,1990,9,289960,0,0,1,0,0,0,0,0,0
Lord Of Shadows And Golden Wood,Beherit,2008,16,202933,0,0,1,0,0,0,0,0,0
Riot In Cell Block N.9,Commander Cody And His Lost Planet Airman,2012,4,199400,0,0,1,0,0,0,0,0,0
Sittin' Here With Nothing,Big Mike Griffin,1995,0,233333,0,1,0,0,0,0,1,0,0
Jah The Only One,Rocker-T,2003,0,265373,0,0,0,0,0,0,0,0,0
We've Got It All,John Davis,1997,0,121906,0,0,0,0,0,0,0,0,0
Canon in D,Tom Barabas,2000,3,455026,0,0,1,0,0,0,0,0,0
The Hotness - Feat. Shontelle,Rihanna,2006,16,191386,0,0,1,0,0,0,0,0,0
Big Sister,Louis and Dan and the Invisible Band,2019,4,212787,0,0,1,0,0,0,0,0,0
Elle voulait jouer cabaret,Patricia Kaas,1988,29,242160,0,0,1,0,0,0,0,0,0
sobre a técnica Pomodoro,ASMR Lá Nas Alturas,2021,19,294126,0,0,1,0,0,0,0,0,0
Akh Larh Gayee,Malkit Singh,1997,0,370866,0,0,0,0,0,0,0,0,0
Leaving Melbourne - Original Mix,Ten Madison,2006,4,283706,0,0,1,0,0,0,0,0,0
Galope A Beira-Mar,Quinteto Violado,2001,0,162333,0,0,0,0,0,0,0,0,0
Where Ya Heart At,Mobb Deep,1999,38,267733,1,0,1,0,0,0,0,0,0
Aphrodite - 1999 Remaster,Edgar Broughton Band,1999,19,245400,0,1,1,0,0,0,1,0,0
Moving Mountains,USHER,2008,49,298053,0,0,1,0,0,0,0,0,0
Te parto el alma (inter. El Tariacuri),Various Artists,2009,0,128639,0,0,0,0,0,0,0,0,0
When You Were Young,The Killers,2006,75,220426,0,1,1,0,0,0,0,0,0
M. Tagu Va Au Marché,Klimperei,2008,0,103586,0,0,0,0,0,0,0,0,0
Satin Doll - Take 7,Wes Montgomery Trio,1960,42,236093,0,0,1,1,0,0,0,0,0
Suckin' on Suzie,The Hollywood Brats,1990,0,368333,0,1,0,0,0,0,0,0,0
Trouble - Live Version,Buckwheat Zydeco,2001,0,420626,0,0,0,0,0,0,0,0,0
What You Want,LL COOL J,2006,11,264426,0,0,1,0,0,0,0,0,0
Wailin',Outkast,1996,42,118706,1,0,1,0,0,0,0,0,0
Precís,Casual,2008,0,213613,0,0,0,0,0,0,0,0,0
Terve menoo jätkänretale,Irwin Goodman,2010,0,200906,0,1,1,0,0,0,0,0,0
Ask You for a Dance,Freddie McGregor,2012,0,247760,0,1,0,0,0,0,0,0,0
On The Money,Joe McBride,2000,1,258506,0,0,1,1,0,0,0,0,0
Juke Joint,Farlow-Kirch Band,2005,0,220133,0,0,0,0,0,0,0,0,0
I Love You More Than You'll Ever Know,Les Paul,2005,12,407093,0,0,1,0,0,0,0,0,0
You Are Holy,4Him,2001,16,296986,0,1,1,0,0,0,0,0,0
In the Hills,Jim Chappell,1994,0,227373,0,0,0,0,0,0,0,0,0
Watch Out For The Birdsongs,GoldFish,2008,0,161786,0,0,0,0,0,0,0,0,0
I'm Gonna Let My Love Flow,Commissioned,2003,1,240133,0,0,1,0,0,0,0,0,0
We're Here To Stay - Original Mix,M.I.K.E.,2011,0,480140,0,0,0,0,0,0,0,0,0
Red Hot Pepper Pot,Gloria DeHaven,2018,0,163775,0,0,0,0,0,0,0,0,0
Tschung Mori,Megadrums,2007,0,104653,0,0,0,0,0,0,0,0,0
Rhymin' Spielin',fIREHOSE,1988,1,122600,0,0,1,0,0,0,0,0,0
Una noche serena y obscura,Antonio Bribiesca,2009,2,152737,0,0,1,0,0,0,0,0,0
Here Comes The Big Parade,"Harry Connick, Jr.",1994,24,251733,0,0,1,1,0,0,0,0,0
Intro,Styles P,2002,27,33373,1,0,1,0,0,0,0,0,0
I Cannot Believe It's True - 2016 Remaster,Phil Collins,1982,48,316426,0,1,1,0,0,0,0,0,0
Missing (feat. Paula B) [Olivier Berger Mix],Nicola Fasano,2010,0,443350,0,0,0,0,0,0,0,0,0
Chains Of Love,Big Joe Turner,1951,3,203026,0,0,1,0,0,0,1,0,0
Shifty Disco Girl,Helen Love,2000,14,184346,0,1,1,0,0,0,0,1,0
Where to Piss and Shit in Oslo,Black Debbath,2009,0,279586,0,1,0,0,0,0,0,0,0
Show Me Love,Lorna Courtney,2022,39,171353,0,0,1,0,0,0,0,0,0
Minuet in G Minor,Johann Sebastian Bach,2002,0,122466,0,0,0,0,0,1,0,0,0
Borrare Tu Nombre,Mazz,2005,22,209080,0,0,1,0,0,0,0,0,0
Come Next Monday,K.T. Oslin,1990,31,230226,0,1,1,0,0,0,0,0,0
When My Ship Comes In,Eddie Cantor,1994,0,193853,0,0,0,1,0,0,0,0,0
Headlock,Esser,2009,6,189386,0,0,1,0,0,0,0,1,0
Kids of Tragedy,Suzi Quatro,2004,3,208746,0,1,1,0,0,0,0,0,0
Comme hier,Georges Brassens,1953,11,101253,0,1,1,0,0,0,0,0,0
Too Bad,Royal Bubble Orchestra,2005,0,184773,0,0,0,0,0,0,0,0,0
"Cheer Up, Smile, Nertz",Norman Anthony,2005,6,242813,0,0,1,0,0,0,0,0,0
Tenhert,Tinariwen,2024,27,344733,0,1,1,0,0,0,1,0,0
Dream On,Blackfoot,1980,13,317000,0,1,1,0,0,0,0,0,0
Sweet Harmony,Maria Muldaur,1976,7,288426,0,0,1,0,0,0,0,0,0
Lil' Boy Fresh,Juelz Santana,2005,29,233866,1,0,1,0,0,0,0,0,0
Ovanlär,Bröderna Djup,1982,12,114093,0,0,1,0,0,0,0,0,0
Samba de Paris,Kyle Eastwood,2009,3,442080,0,0,1,1,0,0,0,0,0
The River Between Us,SK Curtis,2024,31,136582,0,0,1,0,0,0,0,0,0
Stand Down,Stickboy,2005,0,67533,0,0,0,0,0,0,0,0,0
All Of You,Gerald Clayton,2009,3,329413,0,0,1,1,0,0,0,0,0
Don't Look Back,Grandpa Jones,2016,0,140826,0,0,0,0,0,0,0,0,0
Juke Appeal,DJ Rashad,2006,1,306946,1,0,1,0,0,0,0,0,0
Kinghead Shuffle,Little Freddie King,2010,1,248946,0,0,1,0,0,0,1,0,0
Mother's Little Helper,Wild Horses,2008,1,174196,0,0,1,0,0,0,0,0,0
Sun Shower,BUSDRIVER,2007,11,248253,0,0,1,0,0,0,0,0,0
God Smack (2022 Remaster),Alice In Chains,1992,48,230733,0,1,1,0,0,0,0,0,0
A Rush of Blood to the Head,Coldplay,2002,54,351400,0,0,1,0,0,0,0,0,0
Blue Moon,The Boneshaker Band,2020,0,233160,0,0,0,0,0,0,0,0,0
I singe dir es Lied,Kisha,2004,0,204106,0,0,0,0,0,0,0,0,0
Saturday Night Special (feat. Ishues & D.R.E.S the Beatnik),Mars Ill,2006,0,287506,0,0,0,0,0,0,0,0,0
Speak Low,Mike Vax,2003,0,229613,0,0,0,0,0,0,0,0,0
Room 13,Black Flag,1981,27,124733,0,1,1,0,0,0,0,0,0
We Got Da Dope,Three 6 Mafia,2001,20,159826,1,0,1,0,0,0,0,0,0
Adventure No. 8,Jim Chappell,1989,2,208866,0,0,1,0,0,0,0,0,0
Silent Movies,Grant Geissman,1993,0,349240,0,0,0,0,0,0,0,0,0
Shawty Get Loose,DJ Nasty,2008,0,193845,0,0,0,0,0,0,0,0,0
"Church, I'm Fully Saved Today",Blind Willie Johnson,1928,16,186360,0,0,1,0,0,0,1,0,0
Pauvre Jean,Jacques Douai,1960,0,59950,0,0,0,0,0,0,0,0,0
Fruko's Boogaloo,Fruko Y Sus Tesos,2015,9,263333,0,0,1,0,0,0,0,0,0
"Return of the ""G""",Outkast,1998,43,289160,1,0,1,0,0,0,0,0,0
Laundry & Dishes,Adrienne Pierce,2007,4,270080,0,0,1,0,0,0,0,0,0
Estoy Contigo,Selena,1990,19,197786,0,0,1,0,0,0,0,0,0
The Things That I Used To Do,Guitar Slim,1991,36,180453,0,0,1,0,0,0,1,0,0
Face,Mark Mccarron,2007,0,90906,0,0,0,0,0,0,0,0,0
Vaya - Live at the Beacon Theatre,Ray Barretto,2006,2,413066,0,0,1,1,0,0,0,0,0
Los Conguitos,Mongo Santamaria,2023,1,132293,0,0,1,1,0,0,0,0,0
Samba De Duas Notas,Stan Getz,1963,32,258533,0,0,1,1,0,0,0,0,0
Lontananza,Fruko Y Sus Tesos,2015,0,186853,0,0,0,0,0,0,0,0,0
Long Day,Soul Asylum,1984,3,166266,1,1,1,0,0,0,0,0,0
Lost,The Cure,2004,23,247506,0,1,1,0,0,0,0,0,0
Melangtäras intåg i Kallsta,Sven Scholander,2005,0,191693,0,0,0,0,0,0,0,0,0
Still Caah Nicer Dan Yard,Birchill,2019,4,187408,0,0,1,0,0,0,0,0,0
"I masnadieri: Quando io leggio... Son gli ebbri... O mio castel... Nell'argilla... - Szene, Arie und Cabaletta des Carlo aus dem 1. Akt",Giuseppe Verdi,2001,0,642933,0,0,0,0,0,1,0,0,0
Rhapsody in Blue,George Gershwin,1991,2,975560,0,0,1,0,0,1,0,0,0
Everybody Loves You,Helmet,2004,15,206880,0,1,1,0,0,0,0,0,0
Castle Of My Dreams,Tex Williams,1960,11,150480,0,0,1,0,0,0,0,0,0
The Long Goodbye,Miranda Lee Richards,2001,2,243666,0,0,1,0,0,0,0,0,0
Que devient ton poing quand tu tends les doigts,Miossec,2007,5,159560,0,1,1,0,0,0,0,0,0
Price Of The Fire,John Stewart,1987,2,292040,0,0,1,0,0,0,0,0,0
I Only Want To Love You,Nicky B,2007,1,184346,0,0,1,0,0,0,0,0,0
Stop It,The Frequency,2004,0,195213,0,0,0,0,0,0,0,0,0
Life is Wild,The Clash,1985,13,159133,0,1,1,0,0,0,0,0,0
Es Klappert Die Mühle - Instrumentalversion,Frederik die kleine Maus,2010,0,117026,0,0,0,0,0,0,0,0,0
Oh Mein Papa,Eddie Calvert,1996,25,166826,0,0,1,1,0,0,0,0,0
Ain't Goin' To Beg You For That Stuff,The Hokum Boys,1994,0,209737,0,0,0,0,0,0,1,0,0
Pretty Girl,No Address,2005,0,286440,0,0,1,0,0,0,0,0,0
Aqui Estoy,Mr. Grillo,2020,1,211250,0,0,1,0,0,0,0,0,0
Pork Chop Sandwich,Hinge,1999,8,247524,0,0,1,0,0,0,0,0,0
One of Us,Bottom Of The Hudson,2005,0,193346,0,0,0,0,0,0,0,0,0
Break the Ice,Britney Spears,2007,60,196053,0,0,1,0,0,0,0,0,0
Half Way Up the Stairs,Delroy Wilson,2005,1,192040,0,1,1,0,0,0,0,0,0
It's Bad for Me,The Roches,1980,8,165973,0,1,1,0,0,0,0,0,0
I'm On The Run,JennyAnyKind,2003,0,326747,0,0,0,0,0,0,0,0,0
I Am,Devanic,2008,0,336066,0,0,0,0,0,0,0,0,0
If I Can't Have You,Jackie Wilson,1958,14,107466,0,1,1,0,0,0,0,0,0
"Father, I Adore You/More Precious Than Silver - Medley",Cadet,2001,0,267026,0,0,0,0,0,0,0,0,0
Si Tu Me Dices Ven,Isabel Pantoja,2006,19,220946,0,0,1,0,0,0,0,0,0
夕陽無限好,Eason Chan,2005,43,244253,0,0,1,0,0,0,0,0,0
Soliloquy (From Carousel),Gordon MacRae,2013,2,471266,0,0,1,0,0,0,0,0,0
Widescreen,Pinch,2007,3,288397,0,0,1,0,1,0,0,0,0
The Devil Made Me Do Dat,Young-Holt Unlimited,1970,2,176640,0,0,1,0,0,0,0,0,0
Dyna,Kanda Bongo Man,1985,1,500852,0,0,1,0,0,0,0,0,0
La Bamba,The Tokens,1994,30,153933,0,0,1,0,0,0,0,0,0
"12 Concertos, Op. 3 ""L'estro armonico"" / Concerto No. 6 in A Minor for Violin, RV 356: II. Largo",Antonio Vivaldi,2025,0,141720,0,0,0,0,0,1,0,0,0
Pichleh Janam Dee,XLNC,1998,7,386520,0,0,1,0,0,0,0,0,0
Watermelon Man,Johnny Kidd & The Pirates,1996,14,150693,0,1,1,0,0,0,0,0,0
Controlando El Area,Daddy Yankee,2008,11,212106,0,0,1,0,0,0,0,0,0
Boll Weevil,Blind Willie McTell,2000,1,118126,0,0,1,0,0,0,1,0,0
Gwithian,Luke Vibert,2005,3,418786,0,0,1,0,0,0,0,0,0
EZ Cuz You're Beautiful,Shifty,2004,12,192906,0,0,1,0,0,0,0,0,0
Sitting In a Dim Cafe,Conway Twitty,2011,0,157133,0,1,1,0,0,0,0,0,0
Techno Cumbia,Selena,1994,54,227440,0,0,1,0,0,0,0,0,0
Manila,Martin Denny,1959,17,146986,0,0,1,0,0,0,0,0,0
Decide,Chelsea,1979,7,181866,0,1,1,0,0,0,0,0,0
Temblando,Alex Ubago,2007,23,201093,0,1,1,0,0,0,0,0,0
I Want You Back,The Plimsouls,1981,4,153306,0,0,1,0,0,0,0,0,0
Heartburn,Alicia Keys,2003,37,208026,0,0,1,0,0,0,0,0,0
Put Your Hand In The Hand,The Rance Allen Group,1972,2,253110,0,0,1,0,0,0,0,0,0
Woodcarver,Glen Campbell,1990,2,203573,0,1,1,0,0,0,0,0,0
LDN,Lily Allen,2006,57,190773,0,0,1,0,0,0,0,0,0
Through Bucky's Eyes,Michael Gettel,1995,2,232666,0,0,1,0,0,0,0,0,0
Sleepwalkers,Non Phixion,2024,30,218592,1,0,1,0,0,0,0,0,0
Welcome,Les Bonapartes,2008,0,190733,0,0,0,0,0,0,0,0,0
One Shine,The Roots,1996,24,340400,0,0,1,0,0,0,0,0,0
The Big Rock,Maire Brennan,2000,12,184333,0,0,1,0,0,0,0,0,0
Grind Don't Stop,Domj,2019,9,236591,1,0,1,0,0,0,0,0,0
What's Your Damage?,Test Icicles,2005,11,249480,0,0,1,0,0,0,0,0,0
Reckless,This is Hell,2008,3,119866,0,0,1,0,0,0,0,0,0
Tender Lies,Beres Hammond,1992,5,193066,0,1,1,0,0,0,0,0,0
Brillantin' Brutal,Falco,1984,36,228745,0,0,1,0,0,0,0,0,0
Living Dead,Plasmatics,1980,4,98640,0,0,1,0,0,0,0,0,0
Gib mir den Tod - Fortsetzung und Schluss Remix,Der Moderne Man,2012,1,213666,0,0,1,0,0,0,0,0,0
吵我,Miriam Yeung,2004,8,277385,0,0,1,0,0,0,0,0,0
Sigui,Djelimady Tounkara,2002,5,304400,0,0,1,1,0,0,1,0,0
Whispering Grass - Original,Dee Clark,2011,0,178500,0,0,0,0,0,0,1,0,0
It Must Be Love,Rickie Lee Jones,1984,21,297640,0,0,1,0,0,0,0,0,0
Autobahn,Kraftwerk,2017,45,866889,0,0,1,0,1,0,0,0,0
Frustration - Live,Rocket From The Tombs,2011,1,133445,1,0,1,0,0,0,1,0,0
Slash,Long John Hunter,1999,0,117827,0,0,0,0,0,0,1,0,0
What It Do,Jim Jones,2006,4,147333,1,0,1,0,0,0,0,0,0
