spotify_title,spotify_artist,release_date,popularity,duration_ms,explicit,is_rock,is_pop,is_jazz,is_electronic,is_classical,is_blues,is_indie,is_hot,cluster
You Are Holy,4Him,2001,16,296986,0,1,1,0,0,0,0,0,0,2
In the Hills,Jim Chappell,1994,0,227373,0,0,0,0,0,0,0,0,0,4
Watch Out For The Birdsongs,GoldFish,2008,0,161786,0,0,0,0,0,0,0,0,0,4
I'm Gonna Let My Love Flow,Commissioned,2003,1,240133,0,0,1,0,0,0,0,0,0,4
We're Here To Stay - Original Mix,M.I.K.E.,2011,0,480140,0,0,0,0,0,0,0,0,0,4
Red Hot Pepper Pot,Gloria DeHaven,2018,0,163775,0,0,0,0,0,0,0,0,0,4
Tschung Mori,Megadrums,2007,0,104653,0,0,0,0,0,0,0,0,0,4
Rhymin' Spielin',fIREHOSE,1988,1,122600,0,0,1,0,0,0,0,0,0,4
Una noche serena y obscura,Antonio Bribiesca,2009,2,152737,0,0,1,0,0,0,0,0,0,4
Here Comes The Big Parade,"Harry Connick, Jr.",1994,24,251733,0,0,1,1,0,0,0,0,0,5
Intro,Styles P,2002,27,33373,1,0,1,0,0,0,0,0,0,3
I Cannot Believe It's True - 2016 Remaster,Phil Collins,1982,48,316426,0,1,1,0,0,0,0,0,0,2
Missing (feat. Paula B) [Olivier Berger Mix],Nicola Fasano,2010,0,443350,0,0,0,0,0,0,0,0,0,4
Chains Of Love,Big Joe Turner,1951,3,203026,0,0,1,0,0,0,1,0,0,7
Shifty Disco Girl,Helen Love,2000,14,184346,0,1,1,0,0,0,0,1,0,8
Where to Piss and Shit in Oslo,Black Debbath,2009,0,279586,0,1,0,0,0,0,0,0,0,2
Show Me Love,Lorna Courtney,2022,39,171353,0,0,1,0,0,0,0,0,0,4
Minuet in G Minor,Johann Sebastian Bach,2002,0,122466,0,0,0,0,0,1,0,0,0,6
Borrare Tu Nombre,Mazz,2005,22,209080,0,0,1,0,0,0,0,0,0,4
Come Next Monday,K.T. Oslin,1990,31,230226,0,1,1,0,0,0,0,0,0,0
When My Ship Comes In,Eddie Cantor,1994,0,193853,0,0,0,1,0,0,0,0,0,5
Headlock,Esser,2009,6,189386,0,0,1,0,0,0,0,1,0,8
Kids of Tragedy,Suzi Quatro,2004,3,208746,0,1,1,0,0,0,0,0,0,2
Comme hier,Georges Brassens,1953,11,101253,0,1,1,0,0,0,0,0,0,2
Too Bad,Royal Bubble Orchestra,2005,0,184773,0,0,0,0,0,0,0,0,0,4
"Cheer Up, Smile, Nertz",Norman Anthony,2005,6,242813,0,0,1,0,0,0,0,0,0,4
Tenhert,Tinariwen,2024,27,344733,0,1,1,0,0,0,1,0,0,7
Dream On,Blackfoot,1980,13,317000,0,1,1,0,0,0,0,0,0,2
Sweet Harmony,Maria Muldaur,1976,7,288426,0,0,1,0,0,0,0,0,0,4
Lil' Boy Fresh,Juelz Santana,2005,29,233866,1,0,1,0,0,0,0,0,0,3
Ovanlär,Bröderna Djup,1982,12,114093,0,0,1,0,0,0,0,0,0,0
Samba de Paris,Kyle Eastwood,2009,3,442080,0,0,1,1,0,0,0,0,0,5
The River Between Us,SK Curtis,2024,31,136582,0,0,1,0,0,0,0,0,0,4
Stand Down,Stickboy,2005,0,67533,0,0,0,0,0,0,0,0,0,4
All Of You,Gerald Clayton,2009,3,329413,0,0,1,1,0,0,0,0,0,5
Don't Look Back,Grandpa Jones,2016,0,140826,0,0,0,0,0,0,0,0,0,4
Juke Appeal,DJ Rashad,2006,1,306946,1,0,1,0,0,0,0,0,0,3
Kinghead Shuffle,Little Freddie King,2010,1,248946,0,0,1,0,0,0,1,0,0,7
Mother's Little Helper,Wild Horses,2008,1,174196,0,0,1,0,0,0,0,0,0,4
Sun Shower,BUSDRIVER,2007,11,248253,0,0,1,0,0,0,0,0,0,4
God Smack (2022 Remaster),Alice In Chains,1992,48,230733,0,1,1,0,0,0,0,0,0,2
A Rush of Blood to the Head,Coldplay,2002,54,351400,0,0,1,0,0,0,0,0,0,0
Blue Moon,The Boneshaker Band,2020,0,233160,0,0,0,0,0,0,0,0,0,4
I singe dir es Lied,Kisha,2004,0,204106,0,0,0,0,0,0,0,0,0,4
Saturday Night Special (feat. Ishues & D.R.E.S the Beatnik),Mars Ill,2006,0,287506,0,0,0,0,0,0,0,0,0,4
Speak Low,Mike Vax,2003,0,229613,0,0,0,0,0,0,0,0,0,4
Room 13,Black Flag,1981,27,124733,0,1,1,0,0,0,0,0,0,2
We Got Da Dope,Three 6 Mafia,2001,20,159826,1,0,1,0,0,0,0,0,0,3
Adventure No. 8,Jim Chappell,1989,2,208866,0,0,1,0,0,0,0,0,0,4
Silent Movies,Grant Geissman,1993,0,349240,0,0,0,0,0,0,0,0,0,4
Shawty Get Loose,DJ Nasty,2008,0,193845,0,0,0,0,0,0,0,0,0,4
"Church, I'm Fully Saved Today",Blind Willie Johnson,1928,16,186360,0,0,1,0,0,0,1,0,0,7
Pauvre Jean,Jacques Douai,1960,0,59950,0,0,0,0,0,0,0,0,0,4
Fruko's Boogaloo,Fruko Y Sus Tesos,2015,9,263333,0,0,1,0,0,0,0,0,0,4
"Return of the ""G""",Outkast,1998,43,289160,1,0,1,0,0,0,0,0,0,3
Laundry & Dishes,Adrienne Pierce,2007,4,270080,0,0,1,0,0,0,0,0,0,0
Estoy Contigo,Selena,1990,19,197786,0,0,1,0,0,0,0,0,0,0
The Things That I Used To Do,Guitar Slim,1991,36,180453,0,0,1,0,0,0,1,0,0,7
Face,Mark Mccarron,2007,0,90906,0,0,0,0,0,0,0,0,0,4
Vaya - Live at the Beacon Theatre,Ray Barretto,2006,2,413066,0,0,1,1,0,0,0,0,0,5
Los Conguitos,Mongo Santamaria,2023,1,132293,0,0,1,1,0,0,0,0,0,5
Samba De Duas Notas,Stan Getz,1963,32,258533,0,0,1,1,0,0,0,0,0,5
Lontananza,Fruko Y Sus Tesos,2015,0,186853,0,0,0,0,0,0,0,0,0,4
Long Day,Soul Asylum,1984,3,166266,1,1,1,0,0,0,0,0,0,3
Lost,The Cure,2004,23,247506,0,1,1,0,0,0,0,0,0,2
Melangtäras intåg i Kallsta,Sven Scholander,2005,0,191693,0,0,0,0,0,0,0,0,0,4
Still Caah Nicer Dan Yard,Birchill,2019,4,187408,0,0,1,0,0,0,0,0,0,4
"I masnadieri: Quando io leggio... Son gli ebbri... O mio castel... Nell'argilla... - Szene, Arie und Cabaletta des Carlo aus dem 1. Akt",Giuseppe Verdi,2001,0,642933,0,0,0,0,0,1,0,0,0,6
Rhapsody in Blue,George Gershwin,1991,2,975560,0,0,1,0,0,1,0,0,0,6
Everybody Loves You,Helmet,2004,15,206880,0,1,1,0,0,0,0,0,0,2
Castle Of My Dreams,Tex Williams,1960,11,150480,0,0,1,0,0,0,0,0,0,4
The Long Goodbye,Miranda Lee Richards,2001,2,243666,0,0,1,0,0,0,0,0,0,4
Que devient ton poing quand tu tends les doigts,Miossec,2007,5,159560,0,1,1,0,0,0,0,0,0,2
Price Of The Fire,John Stewart,1987,2,292040,0,0,1,0,0,0,0,0,0,4
I Only Want To Love You,Nicky B,2007,1,184346,0,0,1,0,0,0,0,0,0,4
Stop It,The Frequency,2004,0,195213,0,0,0,0,0,0,0,0,0,4
Life is Wild,The Clash,1985,13,159133,0,1,1,0,0,0,0,0,0,2
Es Klappert Die Mühle - Instrumentalversion,Frederik die kleine Maus,2010,0,117026,0,0,0,0,0,0,0,0,0,4
Oh Mein Papa,Eddie Calvert,1996,25,166826,0,0,1,1,0,0,0,0,0,5
Ain't Goin' To Beg You For That Stuff,The Hokum Boys,1994,0,209737,0,0,0,0,0,0,1,0,0,7
Pretty Girl,No Address,2005,0,286440,0,0,1,0,0,0,0,0,0,0
Aqui Estoy,Mr. Grillo,2020,1,211250,0,0,1,0,0,0,0,0,0,4
Pork Chop Sandwich,Hinge,1999,8,247524,0,0,1,0,0,0,0,0,0,4
One of Us,Bottom Of The Hudson,2005,0,193346,0,0,0,0,0,0,0,0,0,4
Break the Ice,Britney Spears,2007,60,196053,0,0,1,0,0,0,0,0,0,0
Half Way Up the Stairs,Delroy Wilson,2005,1,192040,0,1,1,0,0,0,0,0,0,2
It's Bad for Me,The Roches,1980,8,165973,0,1,1,0,0,0,0,0,0,2
I'm On The Run,JennyAnyKind,2003,0,326747,0,0,0,0,0,0,0,0,0,4
I Am,Devanic,2008,0,336066,0,0,0,0,0,0,0,0,0,4
If I Can't Have You,Jackie Wilson,1958,14,107466,0,1,1,0,0,0,0,0,0,2
"Father, I Adore You/More Precious Than Silver - Medley",Cadet,2001,0,267026,0,0,0,0,0,0,0,0,0,4
Si Tu Me Dices Ven,Isabel Pantoja,2006,19,220946,0,0,1,0,0,0,0,0,0,0
夕陽無限好,Eason Chan,2005,43,244253,0,0,1,0,0,0,0,0,0,0
Soliloquy (From Carousel),Gordon MacRae,2013,2,471266,0,0,1,0,0,0,0,0,0,4
Widescreen,Pinch,2007,3,288397,0,0,1,0,1,0,0,0,0,1
The Devil Made Me Do Dat,Young-Holt Unlimited,1970,2,176640,0,0,1,0,0,0,0,0,0,4
Dyna,Kanda Bongo Man,1985,1,500852,0,0,1,0,0,0,0,0,0,0
La Bamba,The Tokens,1994,30,153933,0,0,1,0,0,0,0,0,0,0
"12 Concertos, Op. 3 ""L'estro armonico"" / Concerto No. 6 in A Minor for Violin, RV 356: II. Largo",Antonio Vivaldi,2025,0,141720,0,0,0,0,0,1,0,0,0,6
Pichleh Janam Dee,XLNC,1998,7,386520,0,0,1,0,0,0,0,0,0,4
Watermelon Man,Johnny Kidd & The Pirates,1996,14,150693,0,1,1,0,0,0,0,0,0,2
Controlando El Area,Daddy Yankee,2008,11,212106,0,0,1,0,0,0,0,0,0,4
Boll Weevil,Blind Willie McTell,2000,1,118126,0,0,1,0,0,0,1,0,0,7
Gwithian,Luke Vibert,2005,3,418786,0,0,1,0,0,0,0,0,0,4
EZ Cuz You're Beautiful,Shifty,2004,12,192906,0,0,1,0,0,0,0,0,0,4
Sitting In a Dim Cafe,Conway Twitty,2011,0,157133,0,1,1,0,0,0,0,0,0,0
Techno Cumbia,Selena,1994,54,227440,0,0,1,0,0,0,0,0,0,0
Manila,Martin Denny,1959,17,146986,0,0,1,0,0,0,0,0,0,4
Decide,Chelsea,1979,7,181866,0,1,1,0,0,0,0,0,0,2
Temblando,Alex Ubago,2007,23,201093,0,1,1,0,0,0,0,0,0,0
I Want You Back,The Plimsouls,1981,4,153306,0,0,1,0,0,0,0,0,0,0
Heartburn,Alicia Keys,2003,37,208026,0,0,1,0,0,0,0,0,0,0
Put Your Hand In The Hand,The Rance Allen Group,1972,2,253110,0,0,1,0,0,0,0,0,0,4
Woodcarver,Glen Campbell,1990,2,203573,0,1,1,0,0,0,0,0,0,0
LDN,Lily Allen,2006,57,190773,0,0,1,0,0,0,0,0,0,0
Through Bucky's Eyes,Michael Gettel,1995,2,232666,0,0,1,0,0,0,0,0,0,4
Sleepwalkers,Non Phixion,2024,30,218592,1,0,1,0,0,0,0,0,0,3
Welcome,Les Bonapartes,2008,0,190733,0,0,0,0,0,0,0,0,0,4
One Shine,The Roots,1996,24,340400,0,0,1,0,0,0,0,0,0,4
The Big Rock,Maire Brennan,2000,12,184333,0,0,1,0,0,0,0,0,0,4
Grind Don't Stop,Domj,2019,9,236591,1,0,1,0,0,0,0,0,0,3
What's Your Damage?,Test Icicles,2005,11,249480,0,0,1,0,0,0,0,0,0,4
Reckless,This is Hell,2008,3,119866,0,0,1,0,0,0,0,0,0,4
Tender Lies,Beres Hammond,1992,5,193066,0,1,1,0,0,0,0,0,0,2
Brillantin' Brutal,Falco,1984,36,228745,0,0,1,0,0,0,0,0,0,0
Living Dead,Plasmatics,1980,4,98640,0,0,1,0,0,0,0,0,0,4
Gib mir den Tod - Fortsetzung und Schluss Remix,Der Moderne Man,2012,1,213666,0,0,1,0,0,0,0,0,0,4
吵我,Miriam Yeung,2004,8,277385,0,0,1,0,0,0,0,0,0,0
Sigui,Djelimady Tounkara,2002,5,304400,0,0,1,1,0,0,1,0,0,5
Whispering Grass - Original,Dee Clark,2011,0,178500,0,0,0,0,0,0,1,0,0,7
It Must Be Love,Rickie Lee Jones,1984,21,297640,0,0,1,0,0,0,0,0,0,4
Autobahn,Kraftwerk,2017,45,866889,0,0,1,0,1,0,0,0,0,1
Frustration - Live,Rocket From The Tombs,2011,1,133445,1,0,1,0,0,0,1,0,0,3
Slash,Long John Hunter,1999,0,117827,0,0,0,0,0,0,1,0,0,7
What It Do,Jim Jones,2006,4,147333,1,0,1,0,0,0,0,0,0,3
Midnight Rider,Buddy Miles,1997,17,216266,0,1,1,0,0,0,0,0,0,2
Two Wars,This Or The Apocalypse,2008,2,293666,0,0,1,0,0,0,0,0,0,4
Out Of The Danger Zone - Degarmo And Key Album Version,DeGarmo & Key,1987,6,171293,0,1,1,0,0,0,0,0,0,2
Take Me To Paradise - Original Mix,Will To Will,2008,0,411853,0,0,0,0,0,0,0,0,0,4
Thrill Me,Junior Jack,2004,31,354306,0,0,1,0,0,0,0,0,0,4
Sunday Morning,K-OS,2006,20,227066,0,0,1,0,0,0,0,0,0,4
I'm a Believer,Tyrone Taylor,1998,4,229613,0,1,1,0,0,0,0,0,0,2
Maiden Voyage - Rudy Van Gelder Edition; 2006 Digital Remaster,Bobby Hutcherson,2006,16,349666,0,0,1,1,0,0,0,0,0,5
Gaita Gaitero,Rincon Morales,2009,23,197746,0,0,1,0,0,0,0,0,0,4
Man In A Suitcase,The Police,1980,43,138066,0,1,1,0,0,0,0,0,0,2
Baltimore Oriole,George Harrison,1981,22,239120,0,1,1,0,0,0,0,0,0,2
Baby's First Christmas,Connie Francis,1959,47,145666,0,1,1,0,0,0,0,0,0,0
Liar of Nastrond,Goatwhore,2000,9,153666,0,0,1,0,0,0,0,0,0,4
Desperate Man Blues,Daniel Johnston,1983,24,219679,0,1,1,0,0,0,0,0,0,0
Interlude,My Chemical Romance,2004,53,57173,0,1,1,0,0,0,0,1,0,8
Held der Tastatur,Melanie And The Secret Army,2010,0,255586,0,0,0,0,0,0,0,0,0,4
The Nightmare Begins,ZombieSuckers,2010,0,62957,0,0,0,0,0,0,0,0,0,4
Open Up Your Mind - Club 8 Extended Mix,Eyes Cream,2002,0,379306,0,0,0,0,0,0,0,0,0,4
Ready For The Floor,Hot Chip,2008,52,234240,0,1,1,0,1,0,0,1,0,1
Planetary Takeover,Snowgoons,2009,4,239640,1,0,1,0,0,0,0,0,0,3
Bliss,The Dreamtree Project,2007,2,798200,0,0,1,0,0,0,0,0,0,4
Spencer-Tracey,Danny Wilson,1987,5,92373,0,0,1,0,0,0,0,0,0,0
¿QUE TE PASÓ?,El Rojo,2024,27,145600,0,0,1,0,0,0,0,0,0,4
Just a Glance Away,Sam Baker,1966,0,166997,0,0,0,0,0,0,0,0,0,4
Who Cares,Don Gibson,2001,11,134000,0,0,1,0,0,0,0,0,0,4
Forever Until Sunday,Bruford,1979,8,351426,0,1,1,1,0,0,0,0,0,5
Lust For Life,Iggy Pop,1977,60,313925,0,1,1,0,0,0,0,0,0,2
Humanity,The Berzerker,2000,3,105466,0,0,1,0,0,0,0,0,0,4
Rosalita (Come Out Tonight),Bruce Springsteen,1973,48,420840,0,1,1,0,0,0,0,0,0,2
Tenemos Amigos,Dora The Explorer,2004,12,57946,0,0,1,0,0,0,0,0,0,4
Lover,Spade Cooley,2015,0,108813,0,0,0,0,0,0,0,0,0,4
Deep Inside,Converge,2010,0,407041,0,0,0,0,0,0,0,0,0,4
"Thorns of Charon, Pt. 2 (Emerge from Hades)",Astarte,2017,3,419880,0,0,1,0,0,0,0,0,0,4
Yesterdays,Vince Guaraldi Trio,1957,26,241400,0,0,1,1,0,0,0,0,0,5
To Pirame,Imiskoubria,2004,10,208333,1,0,1,0,0,0,0,0,0,3
El Bipper,Los Traileros Del Norte,2003,10,200973,0,0,1,0,0,0,0,0,0,4
Joe Avery's Piece,"Harry Connick, Jr.",1979,2,188706,0,0,1,1,0,0,0,0,0,5
Sonata I.X.1905: I. Preduycha (Janáček),Massimiliano Damerini,1998,0,397773,0,0,0,0,0,1,0,0,0,6
How Insensitive,Charlie Byrd & Orchestra,1967,1,164200,0,0,1,0,0,0,0,0,0,4
Shadrach,Beastie Boys,1989,37,248128,0,1,1,0,0,0,0,0,0,2
A Love That Keeps On Giving - Silent Witness Album Version,Jeff & Sheri Easter,2006,2,191946,0,0,1,0,0,0,0,0,0,4
Halintamyymälän aamutoimet,Juice Leskinen,2012,4,271800,0,1,1,0,0,0,0,0,0,2
I Saw Destruction,The Scare,2009,0,210051,0,0,0,0,0,0,0,0,0,4
Monsoon,Jack Johnson,2008,35,256813,0,0,1,0,0,0,0,0,0,4
Unconditionally,Willie Clayton,2006,14,279786,0,0,1,0,0,0,1,0,0,7
World of the Video Game,Shinehead,1990,1,227333,0,0,1,0,0,0,0,0,0,4
Mine Yuh Business,Johnny Osbourne,1992,0,209160,0,1,0,0,0,0,0,0,0,2
No la Dejes Sola,Los Titanes,1985,0,214469,0,0,0,0,0,0,0,0,0,4
Christelle est une ordure,Bénabar,2005,15,224999,0,1,1,0,0,0,0,0,0,0
Punjabian Di Chale Glassi,Bally Sagoo,2003,4,280186,0,0,1,0,0,0,0,0,0,4
Burlesque Burglary,Cool Cavemen,2013,0,261906,0,0,0,0,0,0,0,0,0,4
Encore - 2008 Re-edit,Roni Size,2008,1,271066,0,0,1,0,0,0,0,0,0,4
Prove Something,Fat Joe,2002,12,235173,1,0,1,0,0,0,0,0,0,3
Mystic River,Blue Rodeo,2008,0,251413,0,1,0,0,0,0,0,0,0,2
My Mind Is Gone (Interlude),3 Steps Ahead,1997,3,45506,0,0,1,0,0,0,0,0,0,4
Romance,Whitney Cummings,2013,8,48648,1,0,1,0,0,0,0,0,0,3
Bar Talk,Ed Calle,2001,2,253533,0,0,1,1,0,0,0,0,0,5
Happy Cycling,Boards of Canada,1998,38,476026,0,0,1,0,1,0,0,1,0,1
Urbania,Statues,2005,0,211013,0,0,0,0,0,0,0,0,0,4
Double Jig: The Rolling Wave,Willie Clancy,2010,2,105746,0,0,1,0,0,0,0,0,0,4
Cursed Again,MU330,1997,2,132440,0,0,1,0,0,0,0,0,0,4
We Will Rock You - 2020 Remaster,Nickelback,2005,47,120293,0,1,1,0,0,0,0,0,0,2
Fair Diana,Johnny Keating & All Stars,2005,0,160306,0,0,0,0,0,0,0,0,0,4
Heiliges Feuer,A Challenge Of Honour,2003,0,242240,0,0,0,0,0,0,0,0,0,4
Frontiers,Béla Fleck and the Flecktones,1990,17,368533,0,0,1,0,0,0,0,0,0,4
Better Way Of Life,George Nooks,2001,0,223493,0,1,0,0,0,0,0,0,0,2
For Me and My Gal,Ed Ames,2007,0,154301,0,0,0,0,0,0,0,0,0,4
Songs Of Freedom,Jah Cure,2005,12,224946,0,0,1,0,0,0,0,0,0,4
Drummer Boy,The Clark Sisters,2009,15,283560,0,0,1,0,0,0,0,0,0,4
Roman Empire - 2022 Remixed & Remastered,P.O.D.,2022,19,161603,0,1,1,0,0,0,0,0,0,2
Un Amor en el Olvido,Marisela,2010,18,199813,0,0,1,0,0,0,0,0,0,0
Old Friends,Simon & Garfunkel,1968,42,155373,0,1,1,0,0,0,0,0,0,2
Turn Around,Chris Rodriguez,1999,0,209533,0,0,0,0,0,0,0,0,0,4
Aurora,NAZCA PERU,2003,0,159440,0,0,0,0,0,0,0,0,0,4
Noches Árabes,Los Fabulosos Cadillacs,1986,17,187093,0,1,1,0,0,0,0,0,0,0
Memphis In The Meantime,John Hiatt,1987,39,239800,0,1,1,0,0,0,0,0,0,2
Hatesex (Reborn),Hatesex,2005,5,376080,1,0,1,0,0,0,0,0,0,3
Horrible,Jack Off Jill,1997,29,152694,0,0,1,0,0,0,0,0,0,4
Circle Of Hands - For A Time Like This Album Version,Sheila Walsh,1991,0,331973,0,1,0,0,0,0,0,0,0,2
Ridin' High,Curtis Mayfield,2014,0,140173,0,0,0,0,0,0,0,0,0,4
Catch Me in the Morning,Doug Sahm Tex Mex Trip,1974,5,307506,0,0,1,0,0,0,0,0,0,4
Tramonto Etnico,Daniela Dessi,2009,0,201333,0,0,0,0,0,1,0,0,0,6
Destroy 2000 Years of Culture - Remix,Atari Teenage Riot,1997,3,264600,0,0,1,0,0,0,0,0,0,4
A la Hora,Ocho y Media,2006,5,278186,0,0,1,0,0,0,0,0,0,4
Evil Ways,Otis Spann,2024,3,233116,0,0,1,1,0,0,1,0,0,5
Crack - Demo,Run–D.M.C.,1988,12,101760,0,0,1,0,0,0,0,0,0,4
When the Saints Go Marching In,Precious Bryant,2016,1,170693,0,0,1,0,0,0,1,0,0,7
Baby I,Peter Spence,2008,14,280000,0,1,1,0,0,0,0,0,0,2
Pata Pata,Vusi Mahlasela,2014,4,268826,0,0,1,1,0,0,0,0,0,5
Atotonilco,Marimba Alma de Chiapas de Juan Palacios,2002,14,182026,0,0,1,0,0,0,0,0,0,4
Charley My Boy,Eddie Cantor,1994,0,166800,0,0,0,1,0,0,0,0,0,5
The Quality of Life,Charlie Peacock,1998,0,130048,0,1,0,0,0,0,0,0,0,2
Humppa,Kapelle Herrenweide,2009,0,214360,0,0,0,0,0,0,0,1,0,8
Player No More,Singing Melody,1998,2,187653,0,1,1,0,0,0,0,0,0,2
Town Topic,Casiotone For The Painfully Alone,2008,3,115186,0,0,1,0,0,0,0,1,0,8
Waterfall Revisited,Jeff Wahl,2009,0,107760,0,0,0,0,0,0,0,0,0,4
It's So Hard To Stumble (When Your Down On Your Knees),Lou Reid & Carolina,2009,11,145933,0,0,1,0,0,0,0,0,0,4
Goodnight Girl,Wet Wet Wet,1992,45,221266,0,1,1,0,0,0,0,0,0,0
Print,Jacob Young,1994,0,342986,0,0,0,1,0,0,0,0,0,5
Soon Come - 2002 Remaster,Peter Tosh,1988,25,239426,0,0,1,0,0,0,0,0,0,4
Dios Bendiga,Andy & Lucas,2007,16,289120,0,0,1,0,0,0,0,0,0,0
La Ley De La Vida,Fito Paez,2010,15,273040,0,1,1,0,0,0,0,0,0,2
愛的解釋,Leo Ku,2003,7,282040,0,0,1,0,0,0,0,0,0,0
Because - Part 1,Arthur Prysock,2014,0,170453,0,0,0,0,0,0,0,0,0,4
If I Had My Way I'd Tear This Building Down,Blind Willie Johnson,2023,0,192156,0,0,0,0,0,0,1,0,0,7
"An Afternoon on the Moon - The Phoenix Foundation Re-Mangle, Pt. 2",Rhian Sheehan,2004,27,38933,0,0,1,0,1,0,0,0,0,1
The Dance at the Gym (From West Side Story),The Jets,2019,0,186000,0,0,0,0,0,0,0,0,0,4
Doin' It,Klee Magor,2004,0,275330,1,0,0,0,0,0,0,0,0,3
The Education of Jamie,The Family Stand,1991,3,413533,0,0,1,0,0,0,0,0,0,4
Jokers and Thieves,Chris Vickery,2005,0,191706,0,0,0,0,0,0,0,0,0,4
Awake,Onesidezero,2001,10,228800,0,0,1,0,0,0,0,0,0,4
Maudits anglois,Alexis HK,2009,11,204973,0,1,1,0,0,0,0,0,0,0
Rainin' in My Heart,The Fabulous Thunderbirds,2014,4,220040,0,1,1,0,0,0,1,0,0,7
Wanna Be A Star,Kool Keith,2004,13,222440,1,0,1,0,0,0,0,0,0,3
Luminous Bliss,ātman,2004,0,291026,0,0,0,0,0,0,0,0,0,4
Boat Day at the Marina,Forensics,2004,8,318653,0,0,1,0,0,0,0,0,0,4
La Luna Enamora - Original,Bobby Capo,2006,0,178250,0,0,0,0,0,0,0,0,0,4
When Will I Be Loved,Sandy Posey,2007,0,125453,0,0,0,0,0,0,0,0,0,4
Again,Radney Foster,2002,3,208133,0,0,1,0,0,0,0,0,0,4
Gangsta's Fairytale 2,Ice Cube,1992,34,198960,1,0,1,0,0,0,0,0,0,3
Fanfare For Freedom,United States Coast Guard Band,2007,0,106160,0,0,0,0,0,0,0,0,0,4
Why We Thugs,Ice Cube,2006,63,224106,1,0,1,0,0,0,0,0,0,3
Are We Really Doing Your Will?,The Winans,1995,14,255306,0,0,1,0,0,0,0,0,0,4
Contessa Entellina,Stephan Micus,2001,6,274600,0,0,1,0,0,0,0,0,0,4
Religion,Kathleen Madigan,1998,14,225626,0,0,1,0,0,0,0,0,0,4
Le Theatre - Bof L'Important C'Est D'Aimer,Georges Delerue,2004,0,130680,0,0,0,0,0,0,0,0,0,4
"Orchestral Suite No. 3 in D Major, BWV 1068: 1. Ouverture",Johann Sebastian Bach,2024,2,407553,0,0,1,0,0,1,0,0,0,6
Can't Hold Back feat Tina Cousins,Bellatrax,2010,13,200746,0,0,1,0,0,0,0,0,0,4
Narrow Grave,Jedi Mind Tricks,2006,28,221133,1,0,1,0,0,0,0,0,0,3
Juguete,Cheo Feliciano,1972,21,254370,0,0,1,0,0,0,0,0,0,4
路人甲,Justin Lo,2007,4,234242,0,0,1,0,0,0,0,0,0,0
Hide Thou Me,The Oak Ridge Boys,2022,0,183626,0,1,1,0,0,0,0,0,0,0
C'est moi le mari,Jean Gabin,2009,0,192640,0,0,0,0,0,0,0,0,0,4
Blue Yodel No. 1(T For Texas),Charlie McCoy,1975,3,157933,0,0,1,0,0,0,1,0,0,7
I Promise My Heart - Radio Version,Ross,1990,0,217942,0,0,0,0,0,0,0,0,0,4
Cordeiro de nana,João Gilberto,2013,44,76293,0,0,1,1,0,0,0,0,0,5
"Hebrew Melody, Op. 33",Joseph Yulyevich Achron,2016,0,327546,0,0,0,0,0,0,0,0,0,4
Rock of Gibraltar,Nick Cave & The Bad Seeds,2003,21,180173,0,1,1,0,0,0,0,0,0,2
Canon In D / The Holly And The Ivy,Danny Wright,2012,22,162000,0,0,1,0,0,0,0,0,0,4
No One,Streetwize,2009,5,265666,0,0,1,0,0,0,0,0,0,4
O Come All Ye Faithful,Nando Lauria,1999,12,210800,0,0,1,0,0,0,0,0,0,4
The Fortway,Dirty Harry,1996,0,554430,0,0,0,0,0,0,0,0,0,4
I Will Turn Your Money Green,Furry Lewis,1960,4,281026,0,0,1,0,0,0,1,0,0,7
I Can't Wait 'Til Christmas,Bryan White,2019,1,240893,0,0,1,0,0,0,0,0,0,4
Guitarra dimelo tu,Alberto Cortez,2020,0,184120,0,0,1,0,0,0,0,0,0,0
The Raggle Taggle Gypsy,The Chieftains,2003,24,187933,0,0,1,0,0,0,0,0,0,4
Can You Dance With Me?,Andrew W.K.,2010,8,128000,0,1,1,0,0,0,0,0,0,2
Out of the Blue,Tommy James & The Shondells,2021,4,146360,0,1,1,0,0,0,0,0,0,0
Quartier Latin - Red Buddha Mix,Bloomfield,2020,0,266000,0,0,0,0,0,0,0,0,0,4
Wide Awake in a Dream,Coraleena Ellis,2010,0,256706,0,0,0,0,0,0,0,0,0,4
Satin Doll,Terry Callier,1973,5,258133,0,0,1,0,0,0,0,0,0,4
Outro,Rakim,1996,10,79893,0,0,1,0,0,0,0,0,0,4
Buddy And Santa's Flight,John Debney,2003,42,75280,0,0,1,0,0,0,0,0,0,4
So In Love (feat. Stream),Bescenta,2010,1,243906,0,0,1,0,0,0,0,0,0,4
Hurry Hurry Baby,Fyah Blaze,2004,0,223880,0,0,0,0,0,0,0,0,0,4
Jody,Jeff Beck,1971,13,366173,0,1,1,1,0,0,1,0,0,5
Get Back - Remastered 2009,The Beatles,1970,65,189386,0,1,1,0,0,0,0,0,0,2
Improv #1,Gonzalo Rubalcaba,2006,1,206133,0,0,1,1,0,0,0,0,0,5
Goofy Golf Two,Mack and Jamie,2002,0,42933,0,0,0,0,0,0,0,0,0,4
Tudo É Ilusão,Clara Nunes,1975,23,190880,0,0,1,0,0,0,0,0,0,4
Distant Voices,ātman,2002,1,268200,0,0,1,0,0,0,0,0,0,4
Rain Please Go Away,The Del McCoury Band,2009,5,164546,0,0,1,0,0,0,0,0,0,4
